Game,Câu hỏi,Đáp án
Rise of Kingdoms,Who ordered the production of the civil manuscript popularly known as the Domesday Book?,William I
Rise of Kingdoms,Ai đã ra lệnh sản xuất bản thảo dân sự thường được gọi là Sách Domesday?,William tôi
Rise of Kingdoms,Who owned everything in Ancient Egyptian kingdoms?,The Pharoah
Rise of Kingdoms,Who painted “The Last Supper”?,Leonardo da Vinci
Rise of Kingdoms,Who painted the Mona Lisa?,Leonardo da Vinci
Rise of Kingdoms,"Who proposed the philosophical idea of “I think, therefore I am”?",Descartes
Rise of Kingdoms,Who scored the famous goal known as the “hand of God”?,Diego Maradona
Rise of Kingdoms,Ai đã ghi bàn thắng nổi tiếng được mệnh danh là “bàn tay của Chúa”?,Diego Maradona
Rise of Kingdoms,Who was believed to be the prototype of King of Hearts in poker?,Charlemagne
Rise of Kingdoms,Ai được cho là nguyên mẫu của King of Hearts trong poker?,Charlemagne
Rise of Kingdoms,Who was called “Napoleon of crime” in some of the Sherlock Holmes stories?,Professor Moriarty
Rise of Kingdoms,Ai được mệnh danh là “Napoléon tội ác” trong một số câu chuyện của Sherlock Holmes?,Giáo sư Moriarty
Rise of Kingdoms,Who was Plato’s teacher?,Socrates
Rise of Kingdoms,Who was the author of the History of the Peloponnesian War?,Thucydides
Rise of Kingdoms,Ai là tác giả cuốn Lịch sử Chiến tranh Peloponnesian?,Thucydides
Rise of Kingdoms,Who was the Ceroli Chieftain that originally requested help from governors?,Torgny
Rise of Kingdoms,Thủ lĩnh Ceroli ban đầu yêu cầu sự giúp đỡ từ các thống đốc là ai?,Quảng trường
Rise of Kingdoms,Who was the director of the game that won Game of the Year at The Game Awards 2022?,Hidetaka Miyazaki
Rise of Kingdoms,Ai là đạo diễn của trò chơi đã giành giải Trò chơi của năm tại The Game Awards 2022?,Hidetaka Miyazaki
Rise of Kingdoms,Who was the Emperor of the First French Empire?,Napoleon Bonaparte
Rise of Kingdoms,Who was the father of Edward of Woodstock?,Edward III
Rise of Kingdoms,Cha của Edward xứ Woodstock là ai?,Edward III
Rise of Kingdoms,Who was the father of Hannibal?,Hamilcar Barca
Rise of Kingdoms,Cha của Hannibal là ai?,Hamilcar Barca
Rise of Kingdoms,Who was the father of the Frankish king Pepin the Short?,Charles Martel
Rise of Kingdoms,Cha của vua Frankish Pepin the Short là ai?,Charles Martel
Rise of Kingdoms,Who was the first astronaut to enter outer space?,Yuri Gagarin
Rise of Kingdoms,Ai là phi hành gia đầu tiên bước vào vũ trụ?,Yuri gagarin
Rise of Kingdoms,Who was the first astronomer to calculate the Roche limit?,Édouard Roche
Rise of Kingdoms,Nhà thiên văn học đầu tiên tính toán giới hạn Roche là ai?,Édouard Roche
Rise of Kingdoms,Who was the first consul of the Roman Republic?,Lucius Junius Brutus
Rise of Kingdoms,Who was the first Emperor of Rome?,Gaius Octavius Augustus
Rise of Kingdoms,Who was the first European to reach the Cape of Good Hope?,Bartolomeu Dias
Rise of Kingdoms,Ai là người châu Âu đầu tiên tới Mũi Hảo Vọng?,Bartolomeu Dias
Rise of Kingdoms,Who was the first human woman created by Hephaestus in Greek mythology?,Pandora
Rise of Kingdoms,Who was the first Italian to receive the “Pritzker Architecture Prize”?,Aldo Rossi
Rise of Kingdoms,Who was the first Japanese author to receive the Nobel Prize in Literature?,Yasunari Kawabata
Rise of Kingdoms,Nhà văn Nhật Bản đầu tiên nhận giải Nobel Văn học là ai?,Yasunari Kawabata
Rise of Kingdoms,Who was the first man to win the World Cup as both a captain and manager?,Franz Beckenbauer
Rise of Kingdoms,Ai là người đầu tiên vô địch World Cup với tư cách vừa là đội trưởng vừa là huấn luyện viên?,Franz Beckenbauer
Rise of Kingdoms,Who was the first of Henry VIII’s children to rule England?,Edward VI
Rise of Kingdoms,Who was the first sultan of the Ayyubid Dynasty?,Saladin
Rise of Kingdoms,Ai là vị vua đầu tiên của triều đại Ayyubid?,Saladin
Rise of Kingdoms,Who was the first woman to become a military pilot anywhere in the world?,Sabiha Gökçen
Rise of Kingdoms,Ai là người phụ nữ đầu tiên trở thành phi công quân sự trên thế giới?,Sabiha Gokcen
Rise of Kingdoms,Who was the first woman to win a Nobel Prize?,Marie Curie
Rise of Kingdoms,Who was the first World Cup mascot?,World Cup Willie
Rise of Kingdoms,Linh vật World Cup đầu tiên là ai?,World Cup Willie
Rise of Kingdoms,Who was the founder of the Achaemenid Empire?,Cyrus the Great
Rise of Kingdoms,Ai là người sáng lập Đế chế Achaemenid?,Cyrus Đại đế
Rise of Kingdoms,Who was the founder of the Edo Bakufu of Japan?,Tokugawa Ieyasu
Rise of Kingdoms,Who was the founder of the Mongolian Empire?,Genghis Khan
Rise of Kingdoms,Who was the Greek and Thracian god of wine?,Dionysus
Rise of Kingdoms,Thần rượu vang của người Hy Lạp và Thracian là ai?,Dionysus
Rise of Kingdoms,Who was the last Emperor of All Russia?,Nicholas II
Rise of Kingdoms,Ai là Hoàng đế cuối cùng của toàn nước Nga?,Nicholas II
Rise of Kingdoms,Who was the last emperor of the Holy Roman Empire?,Francis II
Rise of Kingdoms,Who was the last female Paraoh of the Ptolemy Dynasty?,Cleopatra VII
Rise of Kingdoms,Ai là nữ Paraoh cuối cùng của triều đại Ptolemy?,Cleopatra VII
Rise of Kingdoms,"Who was the leader of the Western Army during the Battle of Sekigahara, which took place during Japan’s Sengoku period?",Ishida Mitsunari
Rise of Kingdoms,Who was the manager that led the German team to the title in the 2014 Brazil World Cup?,Joachim Low
Rise of Kingdoms,Ai là người dẫn dắt đội tuyển Đức vô địch World Cup 2014 Brazil?,Joachim thấp
Rise of Kingdoms,Who was the manager that led the West German team to the title in the 1990 World Cup?,Franz Beckenbauer
Rise of Kingdoms,Ai là người dẫn dắt đội tuyển Tây Đức vô địch World Cup 1990?,Franz Beckenbauer
Rise of Kingdoms,Who was the only King of England to be executed?,Charles I
Rise of Kingdoms,Who was the only US President that served more than 2 terms?,Franklin D. Roosevelt
Rise of Kingdoms,Who was the top goalscorer at the 2002 World Cup held in Korea and Japan?,Ronaldo
Rise of Kingdoms,Ai là cầu thủ ghi nhiều bàn thắng nhất tại World Cup 2002 tổ chức ở Hàn Quốc và Nhật Bản?,Ronaldo
Rise of Kingdoms,Who was the victor in the Battle of Tours in 732 CE?,Charles Martel
Rise of Kingdoms,Ai là người chiến thắng trong Trận chiến Tours năm 732 CN?,Charles Martel
Rise of Kingdoms,Who were the first mountaineer(s) on record to reach the summit of Mt. Everest?,Tenzing Norgay and Edmund Hilary
Rise of Kingdoms,Ai là người leo núi đầu tiên được ghi nhận lên tới đỉnh Everest?,Tenzing Norgay và Edmund Hilary
Rise of Kingdoms,Who were the two belligerents at the Battle of Thermopylae?,The Greeks and Persians
Rise of Kingdoms,Hai kẻ hiếu chiến trong trận Thermopylae là ai?,Người Hy Lạp và người Ba Tư
Rise of Kingdoms,"Who won the 1998 FIFA World Cup, held in France?",France
Rise of Kingdoms,"Ai đã vô địch FIFA World Cup 1998, được tổ chức tại Pháp?",Pháp
Rise of Kingdoms,"Who won the 2019 Women’s World Cup, held in France?",The United States
Rise of Kingdoms,"Ai đã vô địch World Cup nữ 2019, được tổ chức tại Pháp?",Hoa Kỳ
Rise of Kingdoms,Who won the best young player award at the 2018 World Cup?,Kylian Mbappé
Rise of Kingdoms,Ai giành giải cầu thủ trẻ xuất sắc nhất World Cup 2018?,Kylian Mbappé
Rise of Kingdoms,Who won the first World Cup?,Uruguay
Rise of Kingdoms,Ai đã vô địch World Cup đầu tiên?,Uruguay
Rise of Kingdoms,"Who won the Golden Ball award in the 2018 World Cup, held in Russia?",Luka Modric
Rise of Kingdoms,Ai đoạt giải Quả bóng vàng ở World Cup 2018 tổ chức ở Nga?,Luka Modric
Rise of Kingdoms,Who wrote “History of Animals”?,Aristotle
Rise of Kingdoms,"Ai đã viết ""Lịch sử động vật""?",Aristote
Rise of Kingdoms,"Who wrote “Human, All Too Human”?",Nietzsche
Rise of Kingdoms,Who wrote “Les Miserables”?,Victor Hugo
Rise of Kingdoms,Ai đã viết “Những người khốn khổ”?,Victor Hugo
Rise of Kingdoms,"Who wrote “The Aeneid”, the first epic poem in Western literature?",Virgil
Rise of Kingdoms,"Ai đã viết “The Aeneid”, bài thơ sử thi đầu tiên trong văn học phương Tây?",Virgil
Rise of Kingdoms,Who wrote “The Symposium”?,Plato
Rise of Kingdoms,Who wrote Alice’s Adventures in Wonderland?,Lewis Carroll
Rise of Kingdoms,Ai đã viết Cuộc phiêu lưu của Alice ở xứ sở thần tiên?,Lewis Carroll
Rise of Kingdoms,"Who wrote the “History of the Peloponnesian War”, a historical account of the titular war?",Thucydides
Rise of Kingdoms,"Ai đã viết “Lịch sử Chiến tranh Peloponnesian”, một bản tường thuật lịch sử về cuộc chiến tranh danh nghĩa?",Thucydides
Rise of Kingdoms,Who wrote The Art of War?,Sun Tzu
Rise of Kingdoms,Who wrote the opera Carmen?,Georges Bizet
Rise of Kingdoms,Who wrote the well-known book “A Brief History of Time”?,Stephen Hawking
Rise of Kingdoms,Who wrote the well-known book “Sapiens: A Brief History of Humankind”?,Yuval Noah Harari
Rise of Kingdoms,Who wrote the well-known science fiction series “Dune”?,Frank Herbert
Rise of Kingdoms,Whose autobiography “Living to Tell the Tale” won them the Nobel Prize in Literature?,Gabriel García Márquez
Rise of Kingdoms,Whose beauty is said to have been the cause of the Trojan War?,Helen
Rise of Kingdoms,Whose poem The Waste Land won them the Nobel Prize in Literature?,T.S. Eliot
Rise of Kingdoms,Bài thơ Vùng đất hoang của ai đã đoạt giải Nobel Văn học?,T.S. Eliot
Rise of Kingdoms,Whose victory was the orchestral work “1812 Overture” composed to commemorate?,Russian Empire
Rise of Kingdoms,Why are advantageous traits more likely to be passed onto offspring?,Because they are more likely to survive and reproduce
Rise of Kingdoms,Why do frogs and other organism produce so many eggs/offspring?,The more offspring produced the more likely they will survive
Rise of Kingdoms,Why does drinking coffee make people feel more awake?,It contains caffeine
Rise of Kingdoms,Why was British nurse Florence Nightingale known as “The Lady with the Lamp”?,She would inspect patients at night
Rise of Kingdoms,Tại sao nữ y tá người Anh Florence Nightingale được biết đến với biệt danh “Quý bà cầm đèn”?,Cô ấy sẽ kiểm tra bệnh nhân vào ban đêm
Rise of Kingdoms,Why was scurvy once a common problem for sailors?,A lack of fresh fruit and vegetables on long voyages
Rise of Kingdoms,Tại sao bệnh scorbut từng là vấn đề phổ biến đối với các thủy thủ?,Thiếu trái cây và rau quả tươi trong những chuyến đi dài
Rise of Kingdoms,Why was the Dead Sea given this name?,The high-saline water prevents plants and animals from thriving near it
Rise of Kingdoms,Tại sao Biển Chết được đặt tên này?,Nước có độ mặn cao ngăn cản thực vật và động vật phát triển gần nó
Rise of Kingdoms,Why were the bow and stern of Viking longboats designed to be symmetrical?,To reverse direction quickly without a turn around
Rise of Kingdoms,With whom did Minamoto no Yoshitsune raise an army to fight Taira no Kiyomori?,Minamoto no Yoritomo
Rise of Kingdoms,"Without using buffs, how many Action Points can a Governor have?",1000.0
Rise of Kingdoms,Work on which of these cathedrals began in Copenhagen in 1877?,St. Paul’s Church
Rise of Kingdoms,Công việc xây dựng nhà thờ nào trong số này bắt đầu ở Copenhagen vào năm 1877?,Nhà thờ Thánh Phaolô
Rise of Kingdoms,"You can help your allies build/upgrade buildings, research technologies, and heal troops. But how much does each help action fill the progress bar?",0.01
Rise of Kingdoms,"Bạn có thể giúp đồng minh của mình xây dựng/nâng cấp các tòa nhà, nghiên cứu công nghệ và chữa lành quân đội. Nhưng mỗi hành động trợ giúp lấp đầy thanh tiến trình bao nhiêu?","0,01"
Rise of Kingdoms,Zhu Geliang had no involvement in which of the following incidents recounted in the Romance of the Three Kingdoms?,Yellow Turban Rebellion
Rise of Kingdoms,Chu Cát Lượng không liên quan đến sự việc nào sau đây được kể lại trong Tam Quốc Chí?,Cuộc nổi loạn khăn xếp màu vàng
Rise of Kingdoms,"When upgrading your Storehouse from Lvl 24 to Lvl 25, which resource gains the most resource protection capacity?",Gold
Rise of Kingdoms,"Khi nâng cấp Kho của bạn từ Cấp 24 lên Cấp 25, tài nguyên nào có khả năng bảo vệ tài nguyên nhiều nhất?",Vàng
Rise of Kingdoms,Who founded England's Order of the Garter?,Edward III
Rise of Kingdoms,Ai là người sáng lập Huân chương Garter của Anh?,Edward III
Rise of Kingdoms,"Which of these statements about the title ""tribune of the plebs"" is incorrect?",They were fully subservient to the Senate
Rise of Kingdoms,"Phát biểu nào sau đây về danh hiệu ""tòa án của người dân"" là không chính xác?",Họ hoàn toàn phục tùng Thượng viện
Rise of Kingdoms,Ở rok loại vũ khí nào sau đây có thể được sử dụng với đội hình vòm,Biểu tượng của miền Bắc
Rise of Kingdoms,Which of the following titles can only be used by an Islamic ruler ?,Sultan
Rise of Kingdoms,Danh hiệu nào sau đây chỉ có thể được sử dụng bởi người cai trị Hồi giáo?,Quốc vương
Rise of Kingdoms,Which of the following events occurred after the 19th century?,The release of Rise of Kingdoms
Rise of Kingdoms,Sự kiện nào sau đây xảy ra sau thế kỷ 19?,Sự ra mắt của Rise of Kingdoms
Rise of Kingdoms,Which ancient chinese dynasty followed the shang dynasty,Zhou Dynasty
Rise of Kingdoms,Triều đại Trung Hoa cổ đại nào tiếp nối triều đại nhà Thương,Nhà Chu
Rise of Kingdoms,"On average, which of the following animals is the largest?",Blue Whale
Rise of Kingdoms,"Trung bình, con vật nào sau đây lớn nhất?",Cá voi xanh
Rise of Kingdoms,Which of the following statements about Zhuge Liang in ROK is incorrect?,He excels at leading cavalry
Rise of Kingdoms,Câu nào sau đây về Gia Cát Lượng ở Hàn Quốc là sai?,Anh ấy xuất sắc trong việc dẫn đầu kỵ binh
Rise of Kingdoms,"In RoK, which commander has the nickname “Žižka of the Chalice”?",Jan Zizka
Rise of Kingdoms,"Ở Hàn Quốc, vị chỉ huy nào có biệt danh “Žižka of the Chalice”?",Ăn Zizka
Rise of Kingdoms,Which of the following is not a benefit of upgrading your tavern?,Improves the variety of rewards in Golden Chests
Rise of Kingdoms,Điều nào sau đây không phải là lợi ích của việc nâng cấp quán rượu của bạn?,Cải thiện sự đa dạng của phần thưởng trong Rương Vàng
Rise of Kingdoms,Which of the following commanders excelled at leading siege units?,Margaret
Rise of Kingdoms,Người chỉ huy nào sau đây đã xuất sắc chỉ huy các đơn vị vây hãm?,Margaret
Rise of Kingdoms,Which of the following courses are you most likely to take in law school?,Intro to Criminal Law
Rise of Kingdoms,Bạn có khả năng tham gia khóa học nào nhất ở trường luật?,Giới thiệu Luật Hình sự
Rise of Kingdoms,Which of these film awards is awarded by the Cannes Film Festival?,Palme d'Or
Rise of Kingdoms,Giải thưởng điện ảnh nào sau đây được trao bởi Liên hoan phim Cannes?,Cành cọ vàng
Rise of Kingdoms,Which of these birds lays its eggs in the nests of other birds?,Cuckoo
Rise of Kingdoms,Loài chim nào đẻ trứng vào tổ của loài chim khác?,Chim cu
Rise of Kingdoms,How many months are there in the Gregorian calendar?,12
Rise of Kingdoms,Có bao nhiêu tháng trong lịch Gregory?,12
Rise of Kingdoms,"In RoK, which of the following businesses is Esmeralda involved in?",Divination
Rise of Kingdoms,"Ở Hàn Quốc, Esmeralda tham gia vào lĩnh vực kinh doanh nào sau đây?",Bói toán
Rise of Kingdoms,Which of the following is NOT a part of a typical human respiratory system?,Impact wrench
Rise of Kingdoms,Bộ phận nào sau đây KHÔNG phải là bộ phận của hệ hô hấp điển hình của con người?,Cờ lê tác động
Rise of Kingdoms,"In RoK, which Kingdom Chronicales chapter requires all fog in your kingdom to be fully explored?",Ultimate Clarity
Rise of Kingdoms,"Ở Hàn Quốc, chương Kingdom Chroniclees nào yêu cầu phải khám phá toàn bộ sương mù trong vương quốc của bạn?",Sự rõ ràng tối đa
Rise of Kingdoms,Which of the following statements is a 6-month-old human baby most likely to make?,Mama
Rise of Kingdoms,Trẻ 6 tháng tuổi có khả năng sẽ đưa ra câu phát biểu nào sau đây nhất?,Mẹ
Rise of Kingdoms,What is the most abundant substance in the body of a healthy adult,Water
Rise of Kingdoms,Chất nào có nhiều nhất trong cơ thể người trưởng thành khỏe mạnh,Nước
Rise of Kingdoms,Ceroli Cheif Sundown Smash Skill?,Ak & Hok
Rise of Kingdoms,Kỹ năng đập nát mặt trời lặn của Ceroli Cheif?,Và
Rise of Kingdoms,"Which Ceroli Crisis chieftain has the ""Thawing Point"" key skill?",Frida
Rise of Kingdoms,"Thủ lĩnh Ceroli Crisis nào có kỹ năng chủ chốt ""Điểm tan băng""?",Frida
Rise of Kingdoms,"What effects does the ""Beggar"" kingdom title apply?",Production 10%
Rise of Kingdoms,"Danh hiệu vương quốc ""Người ăn xin"" có tác dụng gì?",Sản xuất 10%
Rise of Kingdoms,"What effects does the ""Slugard"" kingdom title apply?",March Speed -5%
Rise of Kingdoms,"Danh hiệu vương quốc ""Slugard"" có tác dụng gì?",Tốc độ tháng 3 -5%
Rise of Kingdoms,"Which Ceroli Chieftain has the ""Thawing Point"" key skill?",Frida
Rise of Kingdoms,"Thủ lĩnh Ceroli nào có kỹ năng chủ chốt ""Điểm tan băng""?",Frida
Rise of Kingdoms,What's the name of the parrot portrait in RoK?,Fogsworth
Rise of Kingdoms,Bức chân dung con vẹt ở Hàn Quốc tên là gì?,Fogsworth
Rise of Kingdoms,What is the nickname of Eleanor of Aquitaine in ROK?,Wildflower dutchess.
Rise of Kingdoms,Biệt danh của Eleanor xứ Aquitaine ở ROK là gì?,Hoa dại Hà Lan.
Rise of Kingdoms,"What does the ""From the Ground Up"" kingdom buff increase",Building Speed
Rise of Kingdoms,"Buff của vương quốc ""From the Ground Up"" tăng thêm gì",Tốc độ xây dựng
Rise of Kingdoms,"Who was the author of the novel ""Lord of Rings""?",J. R. R. Tolkien
Rise of Kingdoms,Tác giả cuốn tiểu thuyết “Chúa tể những chiếc nhẫn” là ai?,J. R. R. Tolkien
Rise of Kingdoms,What are the poles of a magnet?,North and south
Rise of Kingdoms,Các cực của nam châm là gì?,Bắc và Nam
Rise of Kingdoms,Which of these building can you use to participate in the World Wanderer game mode?,Lyceum of Wisdom
Rise of Kingdoms,Bạn có thể sử dụng tòa nhà nào trong số này để tham gia chế độ trò chơi World Wanderer?,Lyceum của trí tuệ
Rise of Kingdoms,What is the nickname of K'inich Janaab' Pakal in RoK?,Sun of Eternal Glory
Rise of Kingdoms,Biệt danh của K'inich Janaab' Pakal ở Hàn Quốc là gì?,Mặt trời vinh quang vĩnh cửu
Rise of Kingdoms,Which of the following commanders excels at leading siege units?,Margaret I
Rise of Kingdoms,Người chỉ huy nào sau đây xuất sắc trong việc dẫn đầu các đơn vị vây hãm?,Margaret I
Rise of Kingdoms,Which of these city themes looks like a vehicle?,On the wings of sailcloth
Rise of Kingdoms,Chủ đề thành phố nào trong số này trông giống một chiếc xe?,Trên đôi cánh buồm
Rise of Kingdoms,"What does the ""Mobilize for War"" kingdom buff increase?",Training Speed
Rise of Kingdoms,"Buff của vương quốc ""Huy động cho chiến tranh"" tăng thêm gì?",Tốc độ luyện tập
Rise of Kingdoms,What is the nickname of Jan Žižka in RoK?,Žižka of the Chalice
Rise of Kingdoms,Biệt danh của Jan Žižka ở Hàn Quốc là gì?,Žižka của chiếc cốc
Rise of Kingdoms,Which of these equipment is of Legendary quality?,The Milky Way
Rise of Kingdoms,Trang bị nào trong số này có chất lượng Huyền thoại?,Dải ngân hà
Rise of Kingdoms,Which of the following civilization can increase their healing speed?,FRANCE
Rise of Kingdoms,Which Chieftain in the Ceroli Crisis event mounted a succesful coup?,– Torgny
Rise of Kingdoms,In what year did the Late Show with David Letterman first premier?,1993
Rise of Kingdoms,Combat tactics is an important military technology,What effect does it have? -Increases Attack of all units
Rise of Kingdoms,Chiến thuật tác chiến là một công nghệ quân sự quan trọng,Nó có tác dụng gì? -Tăng sức tấn công của tất cả các đơn vị
Rise of Kingdoms,In which country were the “War Of The Roses” fought?,England
Rise of Kingdoms,Thủ đô nước Đức ở đâu?,Berlin đáp lại
Rise of Kingdoms,Bạn có thể lấy được Khung Avatar nào sau Sự kiện Khủng hoảng Ceroli?,Vương quốc dưới đáy biển
Rise of Kingdoms,The 24 “solar terms” of the Chinese traditional calendar are used for what purpose?,Agriculture
Rise of Kingdoms,24 “tiết khí” trong lịch truyền thống của Trung Quốc được sử dụng vào mục đích gì?,Nông nghiệp
Rise of Kingdoms,Tháng 10 còn được biết đến theo lịch cũ của Nhật Bản với tên gọi nào khác?,-Kannazuki
Rise of Kingdoms,Which of the following is considered one of Confucious’ disciples?,X – Yan Hui
Rise of Kingdoms,"Trước khi lãnh đạo cuộc nổi dậy nô lệ lớn nhất ở La Mã cổ đại, Spartacus là gì?",Một đấu sĩ
Rise of Kingdoms,Cuộc chiến nào đã diễn ra giữa nhà Lancaster và nhà York của Anh để giành lấy ngai vàng nước Anh?,Cuộc chiến hoa hồng
Rise of Kingdoms,Một cuộc chạy marathon dài bao nhiêu km?,40 km
Rise of Kingdoms,Vậy những đặc điểm thuận lợi nào có nhiều khả năng được truyền lại cho con cháu nhất?,Vì chúng có nhiều khả năng sống sót và sinh sản hơn
Rise of Kingdoms,Ai đã nghĩ ra ý tưởng về con ngựa thành Troy? Ai đã thắng trong cuộc chiến thành Troy?,Odysseus; người Hy Lạp
Rise of Kingdoms,"Kính được cấu tạo từ thạch anh, cát và những gì?",Dầu
Rise of Kingdoms,Điều nào sau đây được đồng hương của bạn ca ngợi là đại diện dân chủ tốt nhất và trung thực nhất của Hy Lạp cổ đại?,Pericles
Rise of Kingdoms,"Trong lịch sử nước Nga, vị Sa hoàng đầu tiên nhận được biệt danh nào cho sự chuyên chế của mình?",Ivan khủng khiếp
Rise of Kingdoms,Điều nào sau đây là thuật ngữ chỉ một vật liệu có giá trị có nguồn gốc địa chất có thể được khai thác từ lòng đất?,Tài nguyên thiên nhiên
Rise of Kingdoms,Truyện nào được Sách Kỷ lục Guinness công nhận là truyện tranh có số lượng phát hành tích lũy của một tác giả cao nhất?,Một miếng
Rise of Kingdoms,Điều nào sau đây KHÔNG cung cấp Tín dụng Cá nhân?,Cung cấp tài nguyên cho đồng minh
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của El Cid?,Kỵ binh
Rise of Kingdoms,Một quần thể càng có nhiều biến thể di truyền thì càng có nhiều khả năng một số cá thể sẽ làm gì?,Tồn tại
Rise of Kingdoms,Người chỉ huy nào sau đây là một phần của Trận chiến hẻm núi đỏ?,Cao Cao
Rise of Kingdoms,Đặc điểm nào sau đây không thể tìm thấy ở quần jean của bạn?,Chỉ huy
Rise of Kingdoms,Chỉ huy nào có biệt danh là Mead of Death?,Gót chân
Rise of Kingdoms,Nhà vật lý Hy Lạp cổ đại nào đã phát hiện ra khái niệm nổi tiếng về sức nổi khi đang tắm?,Archimedes
Rise of Kingdoms,"Khi Achilles dùng đến chiến đấu, Patroclus mặc áo giáp của Achilles, chiến đấu với quân Troy và chết. Ai đã giết Patroclus?",Hector
Rise of Kingdoms,Chỉ huy nào được gọi là Râu Tím?,Frederick I
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng bị động của Pelagius?,Trọng tải
Rise of Kingdoms,Tên của hiện tượng mà những sinh vật thích nghi tốt nhất với môi trường sống sót để truyền lại những đặc điểm cho con cháu là gì?,Chọn lọc tự nhiên
Rise of Kingdoms,Loại đơn vị nào mạnh hơn so với bộ binh?,Bắn cung
Rise of Kingdoms,Thành phố nào đăng cai Thế vận hội 2000?,Sydney
Rise of Kingdoms,Đơn vị nào mạnh hơn kỵ binh?,Bộ binh
Rise of Kingdoms,Thí nghiệm Tháp nghiêng Pisa của Galileo đã vạch trần một giả thuyết cho rằng nhà khoa học Hy Lạp cổ đại?,Aristote
Rise of Kingdoms,Thành bang Hy Lạp cổ đại nào được biết đến với sự dũng cảm và huấn luyện quân sự tàn bạo?,Sparta
Rise of Kingdoms,Thời kỳ Phục hưng là sự 'tái sinh' của cái gì?,Văn hóa cổ điển
Rise of Kingdoms,Dược sĩ người Mỹ John Pemberton đã phát minh ra loại đồ uống nào?,Than cốc
Rise of Kingdoms,Mũi tên kháng cự dùng để làm gì?,Để nâng cấp Tháp Canh
Rise of Kingdoms,Kỳ quan nào trong bảy kỳ quan thế giới được tạo ra để xoa dịu nỗi khao khát Nữ hoàng Babylon?,Vườn treo
Rise of Kingdoms,Oda Nobunaga đã tiếp nối câu nói 4 từ nào?,Thống trị bằng sức mạnh tuyệt đối
Rise of Kingdoms,Đột biến là sự thay đổi của cái gì?,ADN
Rise of Kingdoms,Đế chế Mughal đã đưa đạo Hồi đi đâu?,Hầu hết Ấn Độ
Rise of Kingdoms,Bộ phận nào của cơ thể con người chứa nhiều nước nhất?,Nhãn cầu
Rise of Kingdoms,Nhà khảo cổ học nổi tiếng người Đan Mạch Christian Jurgensen Thomsen đã đề xuất hệ thống 'Ba thời đại' để phân loại lịch sử cổ đại. Bước đầu tiên là gì?,Thời kỳ đồ đá
Rise of Kingdoms,Pháp và Đức đều thuộc vương quốc phong kiến ​​nào?,Pháp
Rise of Kingdoms,Hình nào sau đây tượng trưng cho Vòng tròn Olympic màu xanh lá cây?,Châu Đại Dương
Rise of Kingdoms,Điều gì đã mang lại sự hỗ trợ kinh tế lớn nhất cho thời Phục hưng?,Những người bảo trợ giàu có
Rise of Kingdoms,"Ba vị vua của Hàn Quốc là Baeke, Silla và... ?",Goguryeo
Rise of Kingdoms,Đâu là sân khấu trong sự kiện 'Thống đốc quyền lực nhất'?,Loại bỏ kẻ thù
Rise of Kingdoms,Vị chỉ huy nào đã thể hiện thiên tài quân sự của mình trong trận Tours vào thế kỷ thứ 8? hoặc Vị chỉ huy nào đã thể hiện thiên tài quân sự của mình trong Trận Poitiers vào thế kỷ thứ tám?,Carlos Martell
Rise of Kingdoms,Người Ai Cập làm giấy từ chất liệu gì?,Giấy cói
Rise of Kingdoms,Tòa thị chính cấp cao nhất ở Hàn Quốc là bao nhiêu?,25
Rise of Kingdoms,Nơi thời kỳ Phục hưng bắt đầu,Ý
Rise of Kingdoms,"Từ thế kỷ 13 đến thế kỷ 11 CN, người châu Âu thường gọi những kẻ xâm lược Scandinavia thường xuyên tấn công vùng đất của họ là gì?",Người Viking
Rise of Kingdoms,Chất nào sau đây là nhiên liệu hóa thạch lỏng được hình thành từ các sinh vật biển được đốt để lấy năng lượng và dùng để sản xuất nhựa?,Dầu
Rise of Kingdoms,Nguồn năng lượng nào sau đây là nguồn năng lượng vô tận dựa trên magma nóng hoặc đá khô nóng dưới bề mặt?,Năng lượng địa nhiệt
Rise of Kingdoms,Vị chỉ huy nào ngay từ khi còn nhỏ đã bị coi là kẻ thù của La Mã (lần đầu)?,Hannibal Barca
Rise of Kingdoms,"Trong thần thoại Hy Lạp, con chó 3 đầu của thần Hades canh giữ cổng Địa ngục tên là gì?",Cerberus
Rise of Kingdoms,Bộ luật nào của Babylon là bộ luật thành văn hoàn chỉnh đầu tiên trong lịch sử được ghi lại?,Bộ luật Hammurabi
Rise of Kingdoms,"Trong Ark of Osiris, bạn nên lấy Ark ở đâu?",Một tòa nhà KHÔNG phải của kẻ thù
Rise of Kingdoms,Tài nguyên nào sau đây không phải là tài nguyên có thể tái tạo?,Nước
Rise of Kingdoms,Chính khách nổi tiếng nào từng là vị tướng đầu tiên của Mạc phủ Edo vào cuối thời Chiến Quốc Nhật Bản?,Tokugawa leyasu
Rise of Kingdoms,Quá trình phân tách nguyên tử được gọi là gì?,Phân hạch (tách) (hãy cẩn thận khi dùng từ chia tách là phân hạch và kết hợp là hợp nhất)
Rise of Kingdoms,Loại đơn vị nào mạnh hơn so với kỵ binh?,Bộ binh
Rise of Kingdoms,Đâu là điểm gặp gỡ của cuộc Thập tự chinh đầu tiên?,Constantinople
