Game,Câu hỏi,Đáp án
Rise of Kingdoms,Ai trong số những nhà hàng hải này là người châu Âu đầu tiên đến Brazil?,Pedro Alvares Cabral
Rise of Kingdoms,Giải Nobel nào sau đây được trao cho Marie Curie vào năm 1903?,Giải Nobel Vật lý
Rise of Kingdoms,Cái nào trong số hai cái này được tạo ra bởi Leonardo da Vinci?,"Bữa tối cuối cùng, Mona Lisa"
Rise of Kingdoms,Ai trong số này là vị chỉ huy duy nhất đánh bại Cyrus vĩ đại trong trận chiến?,Tomyris
Rise of Kingdoms,Tác phẩm nào trong văn học Monogatari của Nhật Bản mô tả truyền thuyết về “Kaguya-hime”?,Câu chuyện người chặt tre
Rise of Kingdoms,Biện pháp chính thức nào quy định việc cung cấp thức ăn hoặc chỗ ở cho Martin Luther là một tội ác?,Sắc lệnh của sâu bọ
Rise of Kingdoms,Điều nào sau đây không phải là một trong những kỹ năng của Hermann?,không thể cưỡng lại
Rise of Kingdoms,Con vật nào KHÔNG đẻ trứng?,dơi
Rise of Kingdoms,Rượu sẽ ảnh hưởng đến phần nào của não?,tiểu não
Rise of Kingdoms,Bộ phận nào của cơ thể con người chứa chủ yếu là nước?,Nhãn cầu
Rise of Kingdoms,"Giai đoạn nào của lịch sử châu Âu, kéo dài từ năm 1300 đến năm 1600, chứng kiến ​​sự quan tâm mới đến văn hóa cổ điển và dẫn đến những thay đổi sâu rộng trong nghệ thuật, học tập và quan điểm về thế giới?",Phục hưng
Rise of Kingdoms,Pharaoh nào đã ra lệnh xây dựng đền thờ Abu Simbel?,Ramesses II
Rise of Kingdoms,Triết gia nào đã viết “Không tưởng”?,Plato
Rise of Kingdoms,Hành tinh nào trong hệ mặt trời của chúng ta quay nhanh nhất?,Sao Mộc
Rise of Kingdoms,Nhà thám hiểm người Bồ Đào Nha nào đã đi thuyền từ Mũi Hảo Vọng đến Ấn Độ?,Vasco de Gama
Rise of Kingdoms,Nhà thám hiểm người Bồ Đào Nha nào là người châu Âu đầu tiên đi thuyền tới cực nam châu Phi?,Bartolomeu Dias
Rise of Kingdoms,Chính khách nổi tiếng nào từng là vị tướng đầu tiên của Mạc phủ Edo vào cuối thời Chiến Quốc của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Chính khách nổi tiếng nào từng là vị tướng đầu tiên của Mạc phủ Edo vào cuối thời kỳ chiến quốc của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Hoàng đế La Mã nào được đặt tên là Augustus sau khi kết thúc cuộc nội chiến?,Gaius Octavius
Rise of Kingdoms,Georges Seurat sẽ là đại diện của trường phái hội họa nào?,chủ nghĩa chấm điểm
Rise of Kingdoms,Trường phái tư tưởng nào được sáng lập bởi triết gia Trung Quốc Lão Tử?,Đạo giáo
Rise of Kingdoms,Bộ luật Hammurabi được khắc trên đá bằng chữ viết nào?,chữ hình nêm
Rise of Kingdoms,Tiểu bang nào là trụ sở của Công ty Walt Disney?,California
Rise of Kingdoms,Công nghệ nào có trước Pavise?,Mũi tên Bodkin
Rise of Kingdoms,Công nghệ nào có trước Swordsman?,Gia công sắt
Rise of Kingdoms,Công nghệ nào có trước Kỵ binh hạng nặng?,Giáp vảy
Rise of Kingdoms,"Pierre de Coubertin, người sáng lập Ủy ban Olympic Quốc tế, đã giữ chức danh gì?",Nam tước
Rise of Kingdoms,Cầu Dom Luis của Bồ Đào Nha kết nối hai thành phố nào?,"Porta, Vila Nova de Gaia"
Rise of Kingdoms,Kênh đào Panama nối liền hai đại dương nào?,Thái Bình Dương và Đại Tây Dương
Rise of Kingdoms,Loại thánh địa nào cấp tiền thưởng tấn công quân đội?,Bàn thờ lửa
Rise of Kingdoms,Loại thiên tai nào được đo bằng thang Richter?,Động đất
Rise of Kingdoms,Đơn vị nào nhận được lợi ích mạnh mẽ từ kỹ năng Chiến lược gia bậc thầy của Tôn Tử?,bộ binh
Rise of Kingdoms,Đơn vị nào mạnh hơn bộ binh?,Cung thủ
Rise of Kingdoms,Loại đơn vị nào mạnh hơn khi chống lại Cung thủ?,kỵ binh
Rise of Kingdoms,Loại đơn vị nào mạnh hơn khi chống lại Kỵ binh?,bộ binh
Rise of Kingdoms,Cuộc chiến nào đã chấm dứt sự cai trị của Nhà Plantagenet và bắt đầu sự cai trị của Nhà Tudor ở Anh?,Cuộc chiến hoa hồng
Rise of Kingdoms,Cuộc chiến nào đã diễn ra giữa các gia đình Lancaster và York của Anh để giành lấy ngai vàng nước Anh?,Cuộc chiến hoa hồng
Rise of Kingdoms,Cuộc chiến nào đã diễn ra giữa các gia tộc Bristish ở Lancaster và York để giành lấy ngai vàng của nước Anh?,Cuộc chiến hoa hồng
Rise of Kingdoms,Cuộc chiến nào đã diễn ra giữa người Anh?,Cuộc chiến hoa hồng
Rise of Kingdoms,Ngọn hải đăng nào được xây dựng sau khi Macedonia chinh phục Ai Cập và lãng phí bảy kỳ quan của thế giới cổ đại?,Ngọn Hải Đăng Alexandria
Rise of Kingdoms,Nền văn minh cổ đại duy nhất phát triển trong khu rừng nhiệt đới chứ không phải lưu vực sông?,người Inca
Rise of Kingdoms,Liên Xô được thành lập vào năm nào?,1922
Rise of Kingdoms,Ai “sở hữu” Đảo Phục Sinh?,Chilê
Rise of Kingdoms,Ai là tác giả cuốn tiểu thuyết “Không còn là con người”?,Osamu Dazai
Rise of Kingdoms,Ai là người chiến thắng trong “Trận chiến Hastings”?,William kẻ chinh phục
Rise of Kingdoms,Ai đã nghĩ ra ý tưởng về con ngựa thành Troy?,Odysseus
Rise of Kingdoms,Ai đã nghĩ ra ý tưởng Con ngựa thành Troy? Ai đã thắng trong cuộc chiến thành Troy?,Odysseus; người Hy Lạp
Rise of Kingdoms,Ai chỉ huy Quân đội Mẫu Mới do Quốc hội thành lập trong Nội chiến Anh?,Cromwell
Rise of Kingdoms,Ai đã đánh bại Nhân sư theo truyền thuyết Hy Lạp?,Oedipus
Rise of Kingdoms,Ai đã thiết kế “Pháo Cannon”?,Đô thị
Rise of Kingdoms,Boudica đã lãnh đạo các bộ lạc ở Anh nổi dậy chống lại ai?,Đế chế La Mã thần thánh
Rise of Kingdoms,Ai là người đầu tiên thực hiện Lịch Julian ở Rome?,Julius Caesar
Rise of Kingdoms,Ai đã thành lập “Vương quốc Malacca”?,Parameswara
Rise of Kingdoms,Ai là người thành lập “Hạm đội Tây Ban Nha”?,Philip II
Rise of Kingdoms,Ai đã thành lập Đế chế Ba Tư đầu tiên?,Cyrus Đại đế
Rise of Kingdoms,Ai là người sáng lập ra triều đại Joseon?,Yi Seong Gye
Rise of Kingdoms,Ai là người sáng lập Mạc phủ Kamakura?,Minamoto no Yoritomo
Rise of Kingdoms,Ai đã thành lập Vương quốc Asturias?,Pelagius
Rise of Kingdoms,Ai đã tài trợ cho chuyến đi của Christopher Colombus?,Tây ban nha
Rise of Kingdoms,Ai đã có bài phát biểu nổi tiếng “Tôi có một giấc mơ”?,Martin Luther King Jr.
Rise of Kingdoms,Ai đã khởi xướng Tháng Ba Muối đầu tiên?,Mahatma Gandhi
Rise of Kingdoms,Ai đã thiết lập Lịch Julian?,Julius Caesar
Rise of Kingdoms,Ai đã phát minh ra máy in?,Johann Gutenberg
Rise of Kingdoms,Ai chịu trách nhiệm đưa các chiến binh dũng cảm vào Valhalla sau khi chết trong thần thoại Bắc Âu?,Valkyrie
Rise of Kingdoms,‘Thần tình yêu’ trong thần thoại Bắc Âu là ai?,Freyja
Rise of Kingdoms,“Thần chết” trong thần thoại Hy Lạp cổ đại là ai?,thanatos
Rise of Kingdoms,Ai là “Thần chiến tranh” trong thần thoại Hy Lạp cổ đại?,Ares
Rise of Kingdoms,Người chỉ huy được coi là kẻ thù của Rome từ nhỏ là ai?,Hannibal Barca
Rise of Kingdoms,Ai là người Ý đầu tiên nhận được “Giải thưởng Kiến trúc Pritzker”?,Aldo Rossi
Rise of Kingdoms,Vua của Vương quốc là ai?,Thủ lĩnh liên minh chinh phục ngôi đền thất lạc
Rise of Kingdoms,"Mẹ của Cupid, vị thần tình yêu có khuôn mặt trẻ thơ trong thần thoại La Mã là ai?",sao Kim
Rise of Kingdoms,Ai là người bảo trợ và bảo vệ Athens trong thần thoại Hy Lạp cổ đại?,Athena
Rise of Kingdoms,Ai đã giết Hector và Achilles chết như thế nào?,Achilles; Mũi tên xuyên qua gót chân
Rise of Kingdoms,"Ai đã giết Odin, vua của các vị thần, trong Ragnarok trong thần thoại Bắc Âu?",Fenrir
Rise of Kingdoms,Ai là người đã chinh phục “Vương quốc Vandal và Alans” trong Chiến tranh Vandal?,Belisarius
Rise of Kingdoms,Ai đã lãnh đạo Vương quốc Phổ trong Chiến tranh Bảy năm?,Frederick II
Rise of Kingdoms,Ai đã đưa ra ý tưởng “Troy”?,Odysseus
Rise of Kingdoms,Ai sở hữu mọi thứ ở Vương quốc Ai Cập cổ đại?,Pha-ra-ôn
Rise of Kingdoms,Ai đã vẽ Bữa Tiệc Ly?,Leonardo Da Vinci
Rise of Kingdoms,Ai đã vẽ bức Mona Lisa?,Leonardo da Vinci
Rise of Kingdoms,Ai đã đưa ra quan điểm triết học “Tôi tư duy nên tôi tồn tại”?,Descartes
Rise of Kingdoms,Ai được cho là nguyên mẫu của vua trái tim trong poker?,Charlemagne
Rise of Kingdoms,Ai được mệnh danh là “Napoléon tội phạm” trong một số câu chuyện của Sherlock Holmes?,Giáo sư Moriarty
Rise of Kingdoms,Thầy của Plato là ai?,Socrates
Rise of Kingdoms,Ai được người đồng hương ca ngợi là đại diện dân chủ trung thực và xuất sắc nhất của Hy Lạp cổ đại?,Pericles
Rise of Kingdoms,Ai là hoàng đế của Đế quốc Pháp đầu tiên?,Napoléon Bonaparte
Rise of Kingdoms,Ai là phi hành gia đầu tiên bước vào không gian vũ trụ?,yuri gagarin
Rise of Kingdoms,Ai là lãnh sự đầu tiên của Cộng hòa La Mã?,Lucius Junius Brutus
Rise of Kingdoms,Ai là Hoàng đế đầu tiên của Rome?,Gaius Octavius ​​Augustus
Rise of Kingdoms,Ai là người phụ nữ đầu tiên được Hephaestus tạo ra trong thần thoại Hy Lạp?,Pandora
Rise of Kingdoms,Ai là vị vua đầu tiên của Ý sau khi thống nhất vào năm 1861?,Victor Emmanuel II
Rise of Kingdoms,Ai là người con đầu tiên của Henry VIII cai trị nước Anh?,Edward VI
Rise of Kingdoms,Ai là người phụ nữ đầu tiên đoạt giải Nobel?,Marie Curie
Rise of Kingdoms,Ai là người sáng lập Bakufu Edo của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Ai là người sáng lập Đế quốc Mông Cổ?,Thành Cát Tư Hãn
Rise of Kingdoms,Vị hoàng đế cuối cùng của toàn nước Nga là ai?,Nicholas II
Rise of Kingdoms,Vị hoàng đế cuối cùng của Đế chế La Mã thần thánh là ai?,Francis II
Rise of Kingdoms,Ai là nữ Pharaoh cuối cùng của triều đại Ptolemy?,Cleopatra VII
Rise of Kingdoms,"Ai là người chỉ huy quân đội phương Tây trong trận Sekigahara, diễn ra trong thời kỳ Sengoku của Nhật Bản?",Ishida Mitsunari
Rise of Kingdoms,Tổng thống Mỹ duy nhất tại vị hơn 2 nhiệm kỳ là ai?,Franklin D. Roosevelt
Rise of Kingdoms,Ai là người leo núi đầu tiên được ghi nhận lên tới đỉnh Mt.Everest?,Tenzing Norgay và Edmund Hilary
Rise of Kingdoms,Ai đã thắng trong cuộc chiến thành Troy?,người Hy Lạp
Rise of Kingdoms,"Ai đã viết “Human, All Too Human”?",Nietzsche
Rise of Kingdoms,Ai đã viết “Hội nghị chuyên đề”?,Plato
Rise of Kingdoms,Ai đã viết Nghệ thuật chiến tranh?,Tôn Tử
Rise of Kingdoms,Ai đã viết vở opera Carmen?,Georges Bizet
Rise of Kingdoms,Ai đã viết cuốn sách nổi tiếng “Lược sử thời gian”?,Stephen Hawking
Rise of Kingdoms,Ai đã viết cuốn sách nổi tiếng “Sapiens: Lược sử loài người”?,Yuval Noah Harari
Rise of Kingdoms,Ai đã viết bộ truyện khoa học viễn tưởng nổi tiếng “Dune”,Frank Herbert
Rise of Kingdoms,Cuốn tự truyện “Sống để kể chuyện” của ai đã đoạt giải Nobel Văn học?,Gabriel García Márquez
Rise of Kingdoms,Vẻ đẹp của ai được cho là nguyên nhân gây ra cuộc chiến thành Troy?,Helen
Rise of Kingdoms,Tác phẩm “1812 Overture” của dàn nhạc được sáng tác để tưởng nhớ chiến thắng của ai?,Đế quốc Nga
Rise of Kingdoms,Tại sao những đặc điểm có lợi lại có nhiều khả năng được truyền lại cho con cái?,bởi vì chúng có nhiều khả năng sống sót và sản xuất hơn…
Rise of Kingdoms,Tại sao ếch và các sinh vật khác lại đẻ nhiều trứng/con cái như vậy?,càng sinh ra nhiều con thì chúng càng có nhiều khả năng sống sót
Rise of Kingdoms,Tại sao uống cà phê khiến con người tỉnh táo hơn?,Nó chứa caffeine
Rise of Kingdoms,Tại sao nữ y tá người Anh Florence Nightingale được biết đến với biệt danh “Quý cô cầm đèn”?,Cô ấy sẽ kiểm tra bệnh nhân vào ban đêm
Rise of Kingdoms,Tại sao bệnh scorbut từng là một vấn đề phổ biến đối với các thủy thủ?,Thiếu trái cây và rau quả tươi trong những chuyến đi dài
Rise of Kingdoms,Tại sao biển chết lại được đặt tên này?,Nước có độ mặn cao ngăn cản thực vật và động vật phát triển gần nó.
Rise of Kingdoms,Tại sao mũi và đuôi thuyền dài của người Viking được thiết kế đối xứng?,Để đảo ngược hướng một cách nhanh chóng mà không cần quay lại
Rise of Kingdoms,Minamoto no Yoshitsune đã cùng ai xây dựng quân đội để chiến đấu với Taira no Kiyomori?,Minamoto no Yoritomo
Rise of Kingdoms,"Nếu không sử dụng buff, thống đốc có thể có bao nhiêu điểm hành động?",1
Rise of Kingdoms,Một miệng núi lửa ở phía xa của Mặt Trăng được đặt theo tên của quan chức Trung Quốc nào?,Wan Hu
Rise of Kingdoms,Giảm chỉ số nào sau đây có thể biểu thị trạng thái gần chân không?,Áp suất không khí
Rise of Kingdoms,Móng tay người được cấu tạo từ chất gì?,Alpha-keratin
Rise of Kingdoms,Luật nào trong Ba Định Luật Robot của Isaac Asimov quy định robot không được gây hại cho con người?,Luật thứ nhất
Rise of Kingdoms,"Theo thần thoại Hy Lạp, hai vị thần nào biến thành cá trong biểu tượng cung Song Ngư?",Aphrodite và Eros
Rise of Kingdoms,Giai đoạn Tiền Cổ điển muộn trong niên đại Maya rơi vào khoảng thời gian nào?,1 TCN đến 159 SCN
Rise of Kingdoms,Chỉ huy nào trong ROK có kỹ năng gây hiệu ứng câm lặng?,Hermann
Rise of Kingdoms,Tác phẩm nào sau đây được viết bởi Mary Shelley?,Frankenstein
Rise of Kingdoms,Cuốn sách nào sau đây được viết bởi Yuval Noah Harari?,Sapiens: Lược Sử Loài Người
Rise of Kingdoms,"Trong ROK, chỉ huy nào có biệt danh “vẻ đẹp & trí tuệ”?",Cleopatra VII
Call of Dragons,What do Barricades do?,Slow down enemy Land Legions
Call of Dragons,Rào chắn làm gì?,Làm chậm quân đoàn trên bộ của kẻ thù
Call of Dragons,What is the name of Kregg’s beloved pet wyvern?,Spike
Call of Dragons,Tên của con wyvern thú cưng yêu quý của Kregg là gì?,gai
Call of Dragons,What is the name of Madeline’s sword?,Sword Edge
Call of Dragons,Thanh kiếm của Madeline tên là gì?,Lưỡi kiếm
Call of Dragons,"When a Hero has 0 Stamina, which of these actions is still possible?",Talking to them in your City
Call of Dragons,"Khi Anh hùng có 0 Sức chịu đựng, hành động nào sau đây vẫn có thể thực hiện được?",Nói chuyện với họ trong Thành phố của bạn
Call of Dragons,Which of the following actions does not grant you Member Points in your Alliance?,Joining Rallies
Call of Dragons,Hành động nào sau đây không cấp cho bạn Điểm Thành viên trong Liên minh của bạn?,Tham gia các cuộc biểu tình
Call of Dragons,Which of these actions can increase a Hero’s Trust Level?,Talking to them
Call of Dragons,Hành động nào sau đây có thể tăng Cấp độ tin cậy của Anh hùng?,Nói chuyện với họ
Call of Dragons,How do you deploy Legions to an open space?,"Tap the space, select “deploy” from the popup"
Call of Dragons,Làm cách nào để bạn triển khai Quân đoàn đến một không gian mở?,"Nhấn vào khoảng trắng, chọn “triển khai” từ cửa sổ bật lên"
Call of Dragons,What is Nico and Nika’s relationship?,Older sister/younger brother
Call of Dragons,Mối quan hệ của Nico và Nika là gì?,Chị gái/em trai
Call of Dragons,Which of these is not an Alliance Officer title?,Prime Minister
Call of Dragons,Chức danh nào trong số này không phải là chức danh Sĩ quan Liên minh?,Thủ tướng
Call of Dragons,"When you have 0 CP, which of these actions is not possible?",Attacking Dark Creatures
Call of Dragons,"Khi bạn có 0 CP, hành động nào sau đây là không thể thực hiện được?",Tấn công sinh vật bóng tối
Call of Dragons,Which of these Heroes is the oldest?,Theia
Call of Dragons,Anh hùng nào trong số này là lâu đời nhất?,Theia
Call of Dragons,Which of these describes Atheus’s appearance?,He has wings
Call of Dragons,Điều nào trong số này mô tả sự xuất hiện của Atheus?,Anh ấy có đôi cánh
Call of Dragons,Who does Kregg call “my pretty”?,Spike
Call of Dragons,Kregg gọi ai là “người đẹp của tôi”?,gai
Call of Dragons,What is Keystone Copper used to forge?,Universal Artifact Key
Call of Dragons,Keystone Copper dùng để rèn cái gì?,Chìa khóa tạo tác phổ quát
Call of Dragons,Which of these items can open Universal Artifact Compendiums?,Universal Artifact Key
Call of Dragons,Vật phẩm nào trong số này có thể mở được Bản tổng hợp hiện vật phổ quát?,Chìa khóa tạo tác phổ quát
Call of Dragons,What is the name of Kella’s animal companion?,Dronkey
Call of Dragons,Tên của con vật đồng hành cùng Kella là gì?,Say rượu
Call of Dragons,Which of the following is not a type of City building?,Defensive buildings
Call of Dragons,Công trình nào sau đây không phải là một loại công trình của Thành phố?,tòa nhà phòng thủ
Call of Dragons,"How old is Ordo in 1196, the year the game begins?",56
Call of Dragons,"Ordo bao nhiêu tuổi vào năm 1196, năm trò chơi bắt đầu?",56
Call of Dragons,What is the name of Kregg’s most beloved explosive?,Super Boom Barrel
Call of Dragons,Tên thuốc nổ được yêu thích nhất của Kregg là gì?,Thùng siêu nổ
Call of Dragons,Where does Chakcha come from?,A remote village
Call of Dragons,Chakcha đến từ đâu?,Một ngôi làng xa xôi
Call of Dragons,"In the Season Stories, who teaches our heroes the art of purification?",Atheus
Call of Dragons,"Trong Câu chuyện mùa, ai dạy các anh hùng của chúng ta nghệ thuật thanh tẩy?",Atheus
Call of Dragons,"In the Season Story “The Gods Wish, the Stones Weep”, what substance are our heroes investigating?",Manastone
Call of Dragons,"Trong Câu chuyện mùa “Điều ước của các vị thần, những viên đá khóc”, các anh hùng của chúng ta đang nghiên cứu nội dung gì?",đá mana
Call of Dragons,How many heads does a Hydra have?,3
Call of Dragons,Hydra có bao nhiêu đầu?,3
Call of Dragons,Where was Gwanwyn,Moonvale
Call of Dragons,Gwanwyn ở đâu,Thung lũng mặt trăng
Call of Dragons,What creature at the Goblin Market building?,Giant Lizard
Call of Dragons,Sinh vật nào ở tòa nhà Chợ Goblin?,Thằn lằn khổng lồ
Call of Dragons,What is the symbol on the emblem in the Honorary Membership screen?,Pine Cone
Call of Dragons,Biểu tượng trên biểu tượng trong màn hình Thành viên danh dự là gì?,Nón thông
Call of Dragons,What kind of War Spoils do you receive for destroying a Darkling Fort?,Fort War Spoils
Call of Dragons,Bạn nhận được loại Chiến lợi phẩm nào khi phá hủy Pháo đài bóng tối?,Chiến lợi phẩm pháo đài
Call of Dragons,How many topknots does Ordo wear on his head?,2
Call of Dragons,Ordo đội bao nhiêu búi tóc trên đầu?,2
Call of Dragons,What do Peacekeeping Talents help a Hero to do?,Fight Darklings and Dark Creatures
Call of Dragons,Tài năng gìn giữ hòa bình giúp Anh hùng làm gì?,Chiến đấu với Darklings và sinh vật bóng tối
Call of Dragons,What color is Waldyr’s cloak?,Blue
Call of Dragons,Áo choàng của Waldyr có màu gì?,Màu xanh da trời
Call of Dragons,Legend has it that any adventurer who can solve the riddle of Cortac Isle will gain the treasure buried beneath it. How many Generals are mentioned in the Song in Chapter,Corlac? 5
Call of Dragons,Truyền thuyết kể rằng bất kỳ nhà thám hiểm nào giải được câu đố của Đảo Cortac sẽ giành được kho báu chôn giấu bên dưới nó. Có bao nhiêu Tướng được nhắc đến trong Bài ca trong Chương,Corlac? 5
Call of Dragons,"Bạn nhận được loại Chiến lợi phẩm nào khi tiêu diệt một
Pháo đài bóng tối?",Chiến lợi phẩm pháo đài
Call of Dragons,"What position does Bertrand, the debonair son of House Laegar, hold?",High Treasurer of Aurion
Call of Dragons,"Bertrand, con trai nhà Laegar, giữ chức vụ gì?",Thủ quỹ cấp cao của Aurion
Call of Dragons,"What does Pan, the “Dream Herald”, suffer from?",Insomnia
Call of Dragons,"Pan, “Dream Herald”, phải chịu đựng điều gì?",Mất ngủ
Call of Dragons,Which Hero is called the Sorceress of Flames?,Liliya
Call of Dragons,Anh hùng nào được mệnh danh là Phù thủy lửa?,hoa huệ
Call of Dragons,"Sweetdew has a refreshing, sweet flavor, and makes for a perfect gift. Where is it produced?",A holy mountain
Call of Dragons,"Sweetdew có hương vị tươi mát, ngọt ngào và là một món quà hoàn hảo. Nó được sản xuất ở đâu?",Một ngọn núi thiêng
Call of Dragons,The Compendium of Legendary Beasts tells of a creature that lost an eye fighting for the God of Light. What is it?,Phoenix
Call of Dragons,Bản tóm tắt về những con thú huyền thoại kể về một sinh vật bị mất một mắt khi chiến đấu vì Thần ánh sáng. Nó là gì?,Phượng hoàng
Call of Dragons,Cyclopes are powerful killing machines. Which Orcish clan do the War Shamans who control them belong to?,Witchtongue Clan
Call of Dragons,Cyclopes là cỗ máy giết người mạnh mẽ. War Shaman điều khiển họ thuộc tộc Orcish nào?,Gia tộc phù thủy
Call of Dragons,Which of these characters was once Chieftain of Wilderburg?,Kurrata
Call of Dragons,Nhân vật nào sau đây từng là Thủ lĩnh của Wilderburg?,Một tỏi tây
Call of Dragons,Which mercenary organization was founded by mages who shunned orthodox magic?,The Reavers
Call of Dragons,Tổ chức lính đánh thuê nào được thành lập bởi các pháp sư xa lánh ma thuật chính thống?,Reavers
Call of Dragons,Which of these descriptions of Kella is correct?,She wears circular earrings
Call of Dragons,Mô tả nào sau đây về Kella là đúng?,Cô ấy đeo khuyên tai hình tròn
Call of Dragons,Which of these Heroes was made a general for their efforts on the battlefield?,Hosk
Call of Dragons,Ai trong số những Anh hùng này được phong làm tướng vì những nỗ lực của họ trên chiến trường?,Hosk
Rise of Kingdoms,Quốc kỳ của quốc gia nào giữ kỷ lục thế giới là quốc kỳ được sử dụng liên tục lâu đời nhất?,Đan mạch
Rise of Kingdoms,Khí nào chiếm hơn 90% bầu khí quyển của sao Hỏa?,Cạc-bon đi-ô-xít
Rise of Kingdoms,Kỹ năng nào sau đây KHÔNG phải là một trong những kỹ năng của Lohar?,Sự hủy diệt hoàn toàn
Rise of Kingdoms,Điều nào sau đây không phải là Kỹ năng Vua?,Cứu trợ
Rise of Kingdoms,"Ai là người đưa ra ý tưởng ""Troy""?",Odysseus
Rise of Kingdoms,"Tên gọi nào sau đây là tên gọi khác của ""Cái chết đen"" hoành hành khắp châu Âu trong thời kỳ Hậu Trung Cổ?",Yersinia petis
Rise of Kingdoms,Bức tượng Nàng tiên cá của Đan Mạch được đặt ở thành phố nào?,Copenhagen
Rise of Kingdoms,Cuốn sách chiến lược quân sự được biết đến sớm nhất của Trung Quốc là gì?,"Tôn Tử ""Nghệ thuật chiến tranh"""
Rise of Kingdoms,"Trong thần thoại Hy Lạp, tên của con chó 3 đầu của Hades canh giữ cổng của Thế giới ngầm là gì",Cerberus
Rise of Kingdoms,Người đẹp được cho là nguyên nhân của cuộc chiến thành Troy?,Helen
Rise of Kingdoms,Những nhà Nhân văn phương Bắc như Erasmus được biết đến nhiều nhất vì điều gì?,Mối quan tâm đến tôn giáo và hình thái xã hội
Rise of Kingdoms,Nhà tâm lý học người Đức nào đã khám phá ra đường cong quên lãng của não người?,Hermann Ebbinghaus
Rise of Kingdoms,Tỷ số chuyển đổi của ampe (A) sang miliampe (mA) là?,1/1000
Rise of Kingdoms,Desiderius Erasmus và Thomas More có điểm chung nào sau đây?,Cả hai đều được coi là những người theo chủ nghĩa nhân văn
Rise of Kingdoms,Đảo nào sau đây là đảo lớn nhất thế giới?,Greenland
Rise of Kingdoms,Vị chỉ huy nào đã ký hòa ước với Saladin năm 1192?,Richard tôi
Rise of Kingdoms,Ai là người phụ nữ đầu tiên được tạo ra bởi Hephaestus trong thần thoại Hy Lạp?,Pandora
Rise of Kingdoms,Chỉ huy nào đã chỉ huy đánh chiếm Constantinople khi mới 21 tuổi?,Mehmed II
Rise of Kingdoms,"Quả nào sau đây, được gọi là ""đào sói"", bị cho là có độc?",Cà chua
Rise of Kingdoms,Nền nào sau đây còn được gọi là Đế chế Đông La Mã?,Đế chế Byzantine
Rise of Kingdoms,Vị vua nào sau đây của Pháp được gọi là Vua Mặt trời?,thời vua Louis thứ XIV
Rise of Kingdoms,Nhà phát minh nào đã chế tạo đầu máy điện đầu tiên trên thế giới vào năm 1837?,Robert Davidson
Rise of Kingdoms,Loại thánh địa nào cấp tiền thưởng tấn công quân?,Bàn thờ lửa
Rise of Kingdoms,Điều nào sau đây KHÔNG thể tìm thấy trong các Cửa hàng Liên minh?,chìa khóa vàng
Rise of Kingdoms,Vị vua của quốc gia châu Âu nào đã tài trợ cho chuyến thám hiểm nổi tiếng của Christopher Columbus?,Tây ban nha
Rise of Kingdoms,"Từ thế kỷ 17 đến thế kỷ 19, Vương quốc Phổ chủ yếu là một quốc gia hiện đại",nước Đức
Rise of Kingdoms,Spartacus đã làm gì với tư cách nô lệ trước khi lãnh đạo cuộc nổi dậy nô lệ lớn nhất của La Mã cổ đại?,Một đấu sĩ
Rise of Kingdoms,"Ai đã đề xuất ý tưởng triết học về ""Tôi nghĩ, do đó tôi là""?",Descartes
Rise of Kingdoms,Nước nào đã tặng Tượng Nữ thần Tự do cho người dân Mỹ làm quà?,Pháp
Rise of Kingdoms,Nhà vật lý nào sau đây sinh vào ngày giỗ của Galileo Galilei và mất vào ngày sinh của Albert Einstein?,Stephen Hawking
Rise of Kingdoms,"Ai được gọi là ""Napoléon của tội ác"" trong một số câu chuyện của Sherlock Holmes?",Giáo sư Moriarty
Rise of Kingdoms,Đảo nào sau đây lớn nhất thế giới?,Greenland
Rise of Kingdoms,Tòa nhà nào ban đầu được xây dựng ở London để tổ chức Triển lãm lớn về ngành công trình của tất cả các quốc gia được tổ chức vào năm 1851?,Cung điện Pha lê
Rise of Kingdoms,Công trình nào sau đây được xây dựng theo lệnh của Shah Jahan để tưởng nhớ vợ ông là Mumtaz Mahal?,Taj Mhal
Rise of Kingdoms,Cuộc chiến nào đã xảy ra giữa nhà Bristish của Lancaster và York để giành lấy ngai vàng của nước Anh?,Cuộc chiến của hoa hồng
Rise of Kingdoms,Tiêu thụ không đủ yếu tố nào có thể dẫn đến bệnh to tuyến giáp?,Iốt
Rise of Kingdoms,Vị vua nào của Pháp được gọi là Saint Louis?,Louis IX
Rise of Kingdoms,Vật liệu mềm nhất mà loài người biết đến là gì?,Talc
Rise of Kingdoms,Một trong những Hiệp sĩ Bàn tròn,Lancelot
Rise of Kingdoms,"Ba vương quốc của Hàn Quốc nơi Baekje, Silla, và?",Goguryeo
Rise of Kingdoms,"Nguồn nào sau đây là nguồn năng lượng không thể tái sinh (như than đá, dầu mỏ hoặc khí đốt tự nhiên)?",Nhiên liệu hoá thạch
Rise of Kingdoms,Nguồn nào sau đây là nguồn năng lượng thay thế dựa trên sự phân tách các nguyên tử nặng thành những nguyên tử nhẹ hơn để giải phóng năng lượng?,Năng lượng hạt nhân
